,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.98,0.8,0.84,0.8
1,0.98,0.8,0.98,0.98
2,0.98,0.8,0.98,0.98
3,0.98,0.8,0.98,0.98
4,0.98,0.8,0.98,0.97
5,0.98,0.8,0.98,0.97
6,0.98,0.8,0.98,0.97
7,0.98,0.8,0.98,0.97
8,0.98,0.8,0.98,0.97
9,0.98,0.8,0.98,0.97
10,0.98,0.8,0.98,0.97
11,0.98,0.8,0.98,0.98
12,0.98,0.8,0.98,0.98
13,0.98,0.8,0.98,0.97
14,0.98,0.8,0.98,0.98
15,0.98,0.8,0.98,0.98
16,0.98,0.8,0.98,0.98
17,0.98,0.8,0.98,0.98
18,0.98,0.8,0.98,0.98
19,0.98,0.8,0.98,0.97
20,0.98,0.8,0.98,0.98
21,0.98,0.8,0.98,0.98
22,0.98,0.8,0.98,0.98
23,0.98,0.8,0.98,0.98
24,0.98,0.8,0.98,0.98
25,0.98,0.8,0.98,0.98
26,0.98,0.8,0.98,0.98
27,0.98,0.8,0.98,0.98
28,0.98,0.8,0.98,0.98
29,0.98,0.8,0.98,0.98
30,0.98,0.8,0.98,0.98
31,0.98,0.8,0.98,0.98
32,0.98,0.8,0.98,0.98
33,0.98,0.8,0.98,0.98
34,0.98,0.8,0.98,0.98
35,0.98,0.8,0.98,0.98
36,0.98,0.8,0.98,0.98
37,0.98,0.8,0.98,0.98
38,0.98,0.8,0.98,0.98
39,0.98,0.8,0.98,0.98
40,0.98,0.8,0.98,0.98
41,0.98,0.8,0.98,0.98
42,0.98,0.8,0.98,0.98
43,0.98,0.8,0.98,0.98
44,0.98,0.8,0.98,0.98
45,0.98,0.8,0.98,0.98
46,0.98,0.8,0.98,0.98
47,0.98,0.8,0.98,0.98
48,0.98,0.8,0.98,0.98
49,0.98,0.8,0.98,0.98
