,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.9,0.76,0.76,0.76
1,0.9,0.76,0.92,0.89
2,0.9,0.76,0.92,0.92
3,0.9,0.76,0.94,0.92
4,0.9,0.76,0.92,0.89
5,0.9,0.76,0.94,0.92
6,0.9,0.76,0.94,0.92
7,0.9,0.76,0.94,0.9
8,0.9,0.76,0.94,0.89
9,0.9,0.76,0.94,0.9
10,0.9,0.76,0.94,0.91
11,0.9,0.76,0.94,0.92
12,0.9,0.76,0.94,0.89
13,0.9,0.76,0.94,0.89
14,0.9,0.76,0.94,0.89
15,0.9,0.76,0.93,0.92
16,0.9,0.76,0.94,0.89
17,0.9,0.76,0.94,0.9
18,0.9,0.76,0.93,0.92
19,0.9,0.76,0.94,0.92
20,0.9,0.76,0.94,0.9
21,0.9,0.76,0.93,0.92
22,0.9,0.76,0.94,0.91
23,0.9,0.76,0.93,0.9
24,0.9,0.76,0.94,0.91
25,0.9,0.76,0.94,0.91
26,0.9,0.76,0.94,0.91
27,0.9,0.76,0.94,0.91
28,0.9,0.76,0.94,0.9
29,0.9,0.76,0.94,0.9
30,0.9,0.76,0.94,0.91
31,0.9,0.76,0.94,0.9
32,0.9,0.76,0.94,0.92
33,0.9,0.76,0.94,0.9
34,0.9,0.76,0.94,0.9
35,0.9,0.76,0.93,0.9
36,0.9,0.76,0.94,0.9
37,0.9,0.76,0.94,0.89
38,0.9,0.76,0.94,0.89
39,0.9,0.76,0.94,0.9
40,0.9,0.76,0.94,0.91
41,0.9,0.76,0.94,0.91
42,0.9,0.76,0.94,0.91
43,0.9,0.76,0.94,0.89
44,0.9,0.76,0.94,0.9
45,0.9,0.76,0.94,0.92
46,0.9,0.76,0.94,0.9
47,0.9,0.76,0.94,0.9
48,0.9,0.76,0.94,0.91
49,0.9,0.76,0.94,0.9
50,0.9,0.76,0.94,0.9
51,0.9,0.76,0.94,0.9
52,0.9,0.76,0.94,0.92
53,0.9,0.76,0.94,0.9
54,0.9,0.76,0.94,0.9
55,0.9,0.76,0.94,0.9
56,0.9,0.76,0.94,0.9
57,0.9,0.76,0.94,0.9
58,0.9,0.76,0.94,0.92
59,0.9,0.76,0.94,0.9
60,0.9,0.76,0.94,0.9
61,0.9,0.76,0.94,0.9
62,0.9,0.76,0.94,0.9
63,0.9,0.76,0.94,0.9
64,0.9,0.76,0.94,0.9
65,0.9,0.76,0.94,0.9
66,0.9,0.76,0.94,0.9
67,0.9,0.76,0.94,0.9
68,0.9,0.76,0.94,0.9
69,0.9,0.76,0.94,0.9
70,0.9,0.76,0.94,0.9
71,0.9,0.76,0.94,0.9
72,0.9,0.76,0.94,0.9
73,0.9,0.76,0.94,0.9
74,0.9,0.76,0.94,0.9
75,0.9,0.76,0.94,0.9
76,0.9,0.76,0.94,0.9
77,0.9,0.76,0.94,0.9
78,0.9,0.76,0.94,0.9
79,0.9,0.76,0.94,0.9
80,0.9,0.76,0.94,0.9
81,0.9,0.76,0.94,0.9
82,0.9,0.76,0.94,0.9
83,0.9,0.76,0.94,0.9
84,0.9,0.76,0.94,0.9
85,0.9,0.76,0.94,0.9
86,0.9,0.76,0.94,0.9
87,0.9,0.76,0.94,0.9
88,0.9,0.76,0.94,0.9
89,0.9,0.76,0.94,0.9
90,0.9,0.76,0.94,0.9
91,0.9,0.76,0.94,0.9
92,0.9,0.76,0.94,0.9
93,0.9,0.76,0.94,0.9
94,0.9,0.76,0.94,0.9
95,0.9,0.76,0.94,0.9
96,0.9,0.76,0.94,0.9
97,0.9,0.76,0.94,0.9
98,0.9,0.76,0.94,0.9
99,0.9,0.76,0.94,0.9
