,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.5,0.69,0.69,0.69
1,0.5,0.69,0.69,0.69
2,0.5,0.69,0.69,0.69
3,0.5,0.69,0.69,0.69
4,0.5,0.69,0.69,0.69
5,0.5,0.69,0.69,0.69
6,0.5,0.69,0.69,0.69
7,0.5,0.69,0.69,0.69
8,0.5,0.69,0.69,0.69
9,0.5,0.69,0.69,0.69
10,0.5,0.69,0.69,0.69
11,0.5,0.69,0.69,0.69
12,0.5,0.69,0.69,0.69
13,0.5,0.69,0.69,0.69
14,0.5,0.69,0.69,0.69
15,0.5,0.69,0.69,0.69
16,0.5,0.69,0.69,0.69
17,0.5,0.69,0.69,0.69
18,0.5,0.69,0.69,0.69
19,0.5,0.69,0.69,0.69
20,0.5,0.69,0.69,0.69
21,0.5,0.69,0.69,0.69
22,0.5,0.69,0.69,0.69
23,0.5,0.69,0.69,0.69
24,0.5,0.69,0.69,0.69
25,0.5,0.69,0.69,0.69
26,0.5,0.69,0.69,0.69
27,0.5,0.69,0.69,0.69
28,0.5,0.69,0.69,0.69
29,0.5,0.69,0.69,0.69
30,0.5,0.69,0.69,0.69
31,0.5,0.69,0.69,0.69
32,0.5,0.69,0.69,0.69
33,0.5,0.69,0.69,0.69
34,0.5,0.69,0.69,0.69
35,0.5,0.69,0.69,0.69
36,0.5,0.69,0.69,0.69
37,0.5,0.69,0.69,0.69
38,0.5,0.69,0.69,0.69
39,0.5,0.69,0.69,0.69
40,0.5,0.69,0.69,0.69
41,0.5,0.69,0.69,0.69
42,0.5,0.69,0.69,0.69
43,0.5,0.69,0.69,0.69
44,0.5,0.69,0.69,0.69
45,0.5,0.69,0.69,0.69
46,0.5,0.69,0.69,0.69
47,0.5,0.69,0.69,0.69
48,0.5,0.69,0.69,0.69
49,0.5,0.69,0.69,0.69
50,0.5,0.69,0.69,0.69
51,0.5,0.69,0.69,0.69
52,0.5,0.69,0.69,0.69
53,0.5,0.69,0.69,0.69
54,0.5,0.69,0.69,0.69
55,0.5,0.69,0.69,0.69
56,0.5,0.69,0.69,0.69
57,0.5,0.69,0.69,0.69
58,0.5,0.69,0.69,0.69
59,0.5,0.69,0.69,0.69
60,0.5,0.69,0.69,0.69
61,0.5,0.69,0.69,0.69
62,0.5,0.69,0.69,0.69
63,0.5,0.69,0.69,0.69
64,0.5,0.69,0.69,0.69
65,0.5,0.69,0.69,0.69
66,0.5,0.69,0.69,0.69
67,0.5,0.69,0.69,0.69
68,0.5,0.69,0.69,0.69
69,0.5,0.69,0.69,0.69
70,0.5,0.69,0.69,0.69
71,0.5,0.69,0.69,0.69
72,0.5,0.69,0.69,0.69
73,0.5,0.69,0.69,0.69
74,0.5,0.69,0.69,0.69
75,0.5,0.69,0.69,0.69
76,0.5,0.69,0.69,0.69
77,0.5,0.69,0.69,0.69
78,0.5,0.69,0.69,0.69
79,0.5,0.69,0.69,0.69
80,0.5,0.69,0.69,0.69
81,0.5,0.69,0.69,0.69
82,0.5,0.69,0.69,0.69
83,0.5,0.69,0.69,0.69
84,0.5,0.69,0.69,0.69
85,0.5,0.69,0.69,0.69
86,0.5,0.69,0.69,0.69
87,0.5,0.69,0.69,0.69
88,0.5,0.69,0.69,0.69
89,0.5,0.69,0.69,0.69
90,0.5,0.69,0.69,0.69
91,0.5,0.69,0.69,0.69
92,0.5,0.69,0.69,0.69
93,0.5,0.69,0.69,0.69
94,0.5,0.69,0.69,0.69
95,0.5,0.69,0.69,0.69
96,0.5,0.69,0.69,0.69
97,0.5,0.69,0.69,0.69
98,0.5,0.69,0.69,0.69
99,0.5,0.69,0.69,0.69
